slice,sid_metric,target_metric,n,n_unique_sid,n_unique_target,spearman_rho,spearman_p,pearson_r,pearson_p,kendall_tau,kendall_p,abs_spearman
mean_gpt2_seeds,rq_train_entropy_mean,gpt2_best_val_loss,53,18,53,0.21522457744811577,0.12169534128140981,0.4540324082942139,0.0006382515397267643,0.13316071986568045,0.16657094725166677,0.21522457744811577
mean_gpt2_seeds,rq_train_entropy_sum,gpt2_best_val_loss,53,18,53,0.21522457744811577,0.12169534128140981,0.45403240829421393,0.0006382515397267605,0.13316071986568045,0.16657094725166677,0.21522457744811577
mean_gpt2_seeds,rq_val_sids_num_l3,gpt2_best_val_loss,53,18,53,0.21352894206022965,0.1247316266999839,0.526294716865351,5.172854015243549e-05,0.12576290209536486,0.19139752887294892,0.21352894206022965
mean_gpt2_seeds,rq_val_sids_num_l0,gpt2_best_val_loss,53,15,53,0.2131614588378215,0.12539715129347703,0.29943609007137245,0.029391510605945408,0.13319652444775698,0.17034439835267678,0.2131614588378215
mean_gpt2_seeds,rq_val_sids_num_min,gpt2_best_val_loss,53,15,53,0.2131614588378215,0.12539715129347703,0.29943609007137245,0.029391510605945408,0.13319652444775698,0.17034439835267678,0.2131614588378215
mean_gpt2_seeds,rqvae_total_loss,gpt2_best_val_loss,53,18,53,-0.19140493747542991,0.16976670575475564,-0.4729981956447598,0.00034801326242683145,-0.11836508432504929,0.21884481038972348,0.19140493747542991
mean_gpt2_seeds,rq_train_entropy_l1,gpt2_best_val_loss,53,18,53,0.18542984134668836,0.1837418935333068,0.3721823060983725,0.0060646266963562115,0.1287220292034911,0.18115861743272565,0.18542984134668836
mean_gpt2_seeds,rq_train_sids_num_l3,gpt2_best_val_loss,53,10,53,-0.17653025031937508,0.20606049192608003,0.1015140589598251,0.46950622177666895,-0.13119772646402086,0.20130927293700263,0.17653025031937508
mean_gpt2_seeds,rq_train_sids_num_max,gpt2_best_val_loss,53,10,53,-0.17653025031937508,0.20606049192608003,0.1015140589598251,0.46950622177666895,-0.13119772646402086,0.20130927293700263,0.17653025031937508
mean_gpt2_seeds,rq_train_sids_num_l1,gpt2_best_val_loss,53,9,53,-0.17522083739396474,0.20949884697888965,-0.07869764894774307,0.5753867752159739,-0.12417445126647059,0.22821931857510025,0.17522083739396474
mean_gpt2_seeds,rq_train_sids_num_l2,gpt2_best_val_loss,53,10,53,-0.16570386358769282,0.23570304428701028,-0.019624199759935877,0.8890763821866768,-0.12783368219571264,0.2131077084630708,0.16570386358769282
mean_gpt2_seeds,rq_val_entropy_std,gpt2_best_val_loss,53,18,53,0.07093408039323568,0.613748070871148,-0.08769256590367554,0.5323694434990253,0.06510079637877711,0.498860913135171,0.07093408039323568
mean_gpt2_seeds,rq_train_entropy_std,gpt2_best_val_loss,53,18,53,-0.011990564528623219,0.9320911600039553,-0.23839636284153873,0.08560542556013157,0.001479563554063116,0.9877369407114626,0.011990564528623219
mean_gpt2_seeds,rq_val_entropy_mean,test_NDCG@1,53,18,33,0.6728207524457461,3.417491604304366e-08,0.6096064846793846,1.2668297053668205e-06,0.5106642336082597,1.4333307020284003e-07,0.6728207524457461
mean_gpt2_seeds,rq_val_entropy_sum,test_NDCG@1,53,18,33,0.6728207524457461,3.417491604304366e-08,0.6096064846793847,1.2668297053668065e-06,0.5106642336082597,1.4333307020284003e-07,0.6728207524457461
mean_gpt2_seeds,rq_val_entropy_min,test_NDCG@1,53,16,33,0.66882621694221,4.405660637468621e-08,0.6322784299078386,3.8066869011666205e-07,0.5064783784700054,2.1600547991401004e-07,0.66882621694221
mean_gpt2_seeds,rq_val_sids_num_mean,test_NDCG@1,53,18,33,0.6673670867849731,4.8293239792328795e-08,0.6446789676411908,1.8911161457939455e-07,0.5061847227871347,1.8403968845432553e-07,0.6673670867849731
mean_gpt2_seeds,rq_val_sids_num_sum,test_NDCG@1,53,18,33,0.6673670867849731,4.8293239792328795e-08,0.6446789676411908,1.8911161457939455e-07,0.5061847227871347,1.8403968845432553e-07,0.6673670867849731
mean_gpt2_seeds,rq_val_sids_num_l2,test_NDCG@1,53,17,33,0.6656095959456331,5.390430691291822e-08,0.6445218719717197,1.9083271355413098e-07,0.5026674161919804,2.4157368146055926e-07,0.6656095959456331
mean_gpt2_seeds,rq_val_sids_num_max,test_NDCG@1,53,16,33,0.6652456207403411,5.5140437750413295e-08,0.6093787322901305,1.2816159640218863e-06,0.5066489258555903,2.0983023196723704e-07,0.6652456207403411
mean_gpt2_seeds,rq_val_entropy_l1,test_NDCG@1,53,18,33,0.6628829616861152,6.38352549021716e-08,0.6410261197441761,2.3314738809169557e-07,0.5002120416923012,2.5601777762499255e-07,0.6628829616861152
mean_gpt2_seeds,rq_val_entropy_max,test_NDCG@1,53,18,33,0.6614286508432424,6.981088222623805e-08,0.5060747147395419,0.00011066044656495288,0.507677893060843,1.6936465541246314e-07,0.6614286508432424
mean_gpt2_seeds,rqvae_total_loss,test_NDCG@1,53,18,33,-0.6601763276174352,7.537352345480054e-08,-0.5558299142970724,1.5554760754262395e-05,-0.4852803389552176,5.750411851611157e-07,0.6601763276174352
mean_gpt2_seeds,rq_val_entropy_l0,test_NDCG@1,53,16,33,0.65923745562013,7.981393288062324e-08,0.6283176345133819,4.7292161660643664e-07,0.5004578331092921,3.0011697332671357e-07,0.65923745562013
mean_gpt2_seeds,rq_train_entropy_std,test_NDCG@1,53,18,33,-0.6573485009785159,8.950194205103011e-08,-0.6195634088218511,7.559193013076507e-07,-0.46437595512330054,1.7179205420096328e-06,0.6573485009785159
mean_gpt2_seeds,rq_val_entropy_l3,test_NDCG@1,53,18,33,0.6573081034551028,8.972070683363096e-08,0.4834560907366829,0.0002453015159269203,0.4972257011448845,3.015448705535153e-07,0.6573081034551028
mean_gpt2_seeds,rq_val_entropy_l2,test_NDCG@1,53,18,33,0.6571869108848634,9.038001597676172e-08,0.5745121723211001,6.843027770422849e-06,0.5031983822397179,2.1716509065933228e-07,0.6571869108848634
mean_gpt2_seeds,rq_val_sids_num_l0,test_NDCG@1,53,15,33,0.6560160734586292,9.698801586661449e-08,0.6166610502901385,8.803203716242681e-07,0.4984166438414504,3.6186158181851584e-07,0.6560160734586292
mean_gpt2_seeds,rq_val_sids_num_min,test_NDCG@1,53,15,33,0.6560160734586292,9.698801586661449e-08,0.6166610502901385,8.803203716242681e-07,0.4984166438414504,3.6186158181851584e-07,0.6560160734586292
mean_gpt2_seeds,rq_val_sids_num_l3,test_NDCG@1,53,18,33,0.6517332452240902,1.252255720203619e-07,0.6044778104008842,1.6415620586900444e-06,0.4852803389552176,5.750411851611157e-07,0.6517332452240902
mean_gpt2_seeds,rq_train_entropy_mean,test_NDCG@1,53,18,33,0.6493901888661285,1.437701455018708e-07,0.6243760195673317,5.851597838280045e-07,0.4837871686815092,6.227228736424486e-07,0.6493901888661285
mean_gpt2_seeds,rq_train_entropy_sum,test_NDCG@1,53,18,33,0.6493901888661285,1.437701455018708e-07,0.6243760195673319,5.851597838279907e-07,0.4837871686815092,6.227228736424486e-07,0.6493901888661285
mean_gpt2_seeds,rqvae_train_loss,test_NDCG@1,53,18,33,-0.648097468116908,1.5507398612116074e-07,-0.572652353476809,7.442712859459904e-06,-0.4837871686815092,6.227228736424486e-07,0.648097468116908
mean_gpt2_seeds,rqvae_best_val_loss,test_NDCG@1,53,15,33,-0.647583158344619,1.5979870722783956e-07,-0.5797159226098909,5.394799003934433e-06,-0.49256064290693163,4.858921969375486e-07,0.647583158344619
mean_gpt2_seeds,sid_unique_total,test_NDCG@1,53,18,33,0.6460371944228384,1.7482606068220262e-07,0.6322172909724114,3.819547958540972e-07,0.4852803389552176,5.750411851611157e-07,0.6460371944228384
mean_gpt2_seeds,sid_collisions,test_NDCG@1,53,18,33,-0.6460371944228384,1.7482606068220262e-07,-0.6322172909724114,3.819547958540972e-07,-0.4852803389552176,5.750411851611157e-07,0.6460371944228384
mean_gpt2_seeds,sid_icr,test_NDCG@1,53,18,33,0.6460371944228384,1.7482606068220262e-07,0.6322172909724114,3.819547958540972e-07,0.4852803389552176,5.750411851611157e-07,0.6460371944228384
mean_gpt2_seeds,sid_cur_total,test_NDCG@1,53,18,33,0.6460371944228384,1.7482606068220262e-07,0.6322172909724114,3.819547958540972e-07,0.4852803389552176,5.750411851611157e-07,0.6460371944228384
mean_gpt2_seeds,rqvae_val_loss,test_NDCG@1,53,18,33,-0.6459160018525989,1.760584161176382e-07,-0.5740990386482724,6.972230839093227e-06,-0.4897598497763427,4.521836321840699e-07,0.6459160018525989
mean_gpt2_seeds,sid_path_avg_similarity,test_NDCG@1,53,18,33,0.6437345355882897,1.9968190725048134e-07,0.5882967261322706,3.612005375360153e-06,0.48080082813409253,7.297740269463053e-07,0.6437345355882897
mean_gpt2_seeds,rq_train_entropy_l0,test_NDCG@1,53,18,33,0.6422398272220037,2.1754892135604367e-07,0.6343522713351671,3.3936832389473737e-07,0.48229399840780085,6.742039561886853e-07,0.6422398272220037
mean_gpt2_seeds,rq_train_entropy_min,test_NDCG@1,53,18,33,0.6422398272220037,2.1754892135604367e-07,0.6348667447003352,3.2979269540895124e-07,0.48229399840780085,6.742039561886853e-07,0.6422398272220037
mean_gpt2_seeds,rq_train_entropy_l2,test_NDCG@1,53,18,33,0.6401795535279339,2.4464096024980435e-07,0.5979512004073937,2.268066771013241e-06,0.4733349767655507,1.0806472732925264e-06,0.6401795535279339
mean_gpt2_seeds,rq_val_sids_num_l1,test_NDCG@1,53,15,33,0.6359902706374375,3.097531911046729e-07,0.6277776823282089,4.87006310366162e-07,0.46917721269236057,1.6436644010360071e-06,0.6359902706374375
mean_gpt2_seeds,rq_train_entropy_l1,test_NDCG@1,53,18,33,0.6248688921543561,5.6987534617498e-07,0.6323046151584466,3.8011910284688616e-07,0.43301937937542495,8.157137159702666e-06,0.6248688921543561
mean_gpt2_seeds,rq_val_entropy_std,test_NDCG@1,53,18,33,-0.6219198729451975,6.672068652784005e-07,-0.5613727750034203,1.225484606940485e-05,-0.4389920604702584,6.109935735736526e-06,0.6219198729451975
mean_gpt2_seeds,rq_train_entropy_l3,test_NDCG@1,53,18,33,0.6210715249535216,6.979587919239151e-07,0.5570649913800139,1.4755334255356133e-05,0.45243059293363364,3.1468543707473454e-06,0.6210715249535216
mean_gpt2_seeds,rq_train_entropy_max,test_NDCG@1,53,18,33,0.6210715249535216,6.979587919239151e-07,0.5570649913800139,1.4755334255356133e-05,0.45243059293363364,3.1468543707473454e-06,0.6210715249535216
mean_gpt2_seeds,sid_max_cluster_size,test_NDCG@1,53,18,33,-0.6139211633093968,1.0150642870577024e-06,-0.2262072547411626,0.10336933469561439,-0.4389920604702584,6.109935735736526e-06,0.6139211633093968
mean_gpt2_seeds,rq_train_sids_num_l3,test_NDCG@1,53,10,33,0.49273675595932265,0.00017814026819760765,0.3127265199108513,0.022613032150890774,0.3785404377593069,0.0002561773226457314,0.49273675595932265
mean_gpt2_seeds,rq_train_sids_num_max,test_NDCG@1,53,10,33,0.49273675595932265,0.00017814026819760765,0.3127265199108513,0.022613032150890774,0.3785404377593069,0.0002561773226457314,0.49273675595932265
mean_gpt2_seeds,rq_train_sids_num_l2,test_NDCG@1,53,10,33,0.4909312295459314,0.0001897158619918486,0.37734645804040184,0.005346100351022106,0.376842947007023,0.0002730519151259335,0.4909312295459314
mean_gpt2_seeds,rq_train_sids_num_l1,test_NDCG@1,53,9,33,0.4805241155449083,0.00027088032360207524,0.36732955000244544,0.0068153219260849275,0.36571933164886655,0.00043299100721028996,0.4805241155449083
mean_gpt2_seeds,rq_train_sids_num_mean,test_NDCG@1,53,16,33,0.33334094739500747,0.014723958168132859,0.32730180316664753,0.016744221887079764,0.25662574600040394,0.008609742400381107,0.33334094739500747
mean_gpt2_seeds,rq_train_sids_num_sum,test_NDCG@1,53,16,33,0.33334094739500747,0.014723958168132859,0.32730180316664753,0.016744221887079764,0.25662574600040394,0.008609742400381107,0.33334094739500747
mean_gpt2_seeds,rq_train_sids_num_l0,test_NDCG@1,53,16,33,0.3226597955425639,0.01845336863023166,0.1781951530140535,0.2017463542816116,0.25361547332004736,0.009421833197778364,0.3226597955425639
mean_gpt2_seeds,rq_train_sids_num_min,test_NDCG@1,53,16,33,0.3226597955425639,0.01845336863023166,0.1781951530140535,0.2017463542816116,0.25361547332004736,0.009421833197778364,0.3226597955425639
mean_gpt2_seeds,rq_train_sids_num_std,test_NDCG@1,53,16,33,-0.17518707394348615,0.20958803543758878,-0.006945622447716462,0.96063262226311,-0.1362148387861382,0.1631720656188138,0.17518707394348615
mean_gpt2_seeds,rq_val_sids_num_std,test_NDCG@1,53,17,33,0.038216722208385984,0.7858627752760041,0.12308796078392029,0.3799046987483522,0.04569703783563459,0.6387370217085717,0.038216722208385984
mean_gpt2_seeds,rq_val_entropy_min,test_NDCG@10,53,16,53,0.7846547887246178,3.597080973544176e-12,0.6975541361720846,6.474380202381482e-09,0.6152109884684407,2.1412430543855206e-10,0.7846547887246178
mean_gpt2_seeds,rq_val_entropy_mean,test_NDCG@10,53,18,53,0.7833835492033837,4.110603611560361e-12,0.6785198756914176,2.3625333345866748e-08,0.6081006207199406,2.6651874675453535e-10,0.7833835492033837
mean_gpt2_seeds,rq_val_entropy_sum,test_NDCG@10,53,18,53,0.7833835492033837,4.110603611560361e-12,0.6785198756914176,2.3625333345866748e-08,0.6081006207199406,2.6651874675453535e-10,0.7833835492033837
mean_gpt2_seeds,rq_val_sids_num_l2,test_NDCG@10,53,17,53,0.782841995029063,4.349880671697192e-12,0.7003235154121785,5.31837922134632e-09,0.6153710120017745,1.83143593368998e-10,0.782841995029063
mean_gpt2_seeds,rq_val_sids_num_mean,test_NDCG@10,53,18,53,0.7816879138154975,4.9046597057994364e-12,0.6987812477832316,5.935640984043375e-09,0.6051414936118145,3.249980749499179e-10,0.7816879138154975
mean_gpt2_seeds,rq_val_sids_num_sum,test_NDCG@10,53,18,53,0.7816879138154975,4.9046597057994364e-12,0.6987812477832316,5.935640984043375e-09,0.6051414936118145,3.249980749499179e-10,0.7816879138154975
mean_gpt2_seeds,rq_val_entropy_l0,test_NDCG@10,53,16,53,0.7815009665293936,5.000621541264813e-12,0.6958599345370189,7.294299480346946e-09,0.6092453061560194,3.189644869879669e-10,0.7815009665293936
mean_gpt2_seeds,rqvae_total_loss,test_NDCG@10,53,18,53,-0.7780544094128844,7.12374622712744e-12,-0.6232280219769234,6.222582842360405e-07,-0.587386730963057,1.0480309230608236e-09,0.7780544094128844
mean_gpt2_seeds,rq_val_entropy_l3,test_NDCG@10,53,18,53,0.7778121757860436,7.301416029212617e-12,0.5557059102437389,1.5637198039060177e-05,0.5962641122874357,5.860467846697688e-10,0.7778121757860436
mean_gpt2_seeds,rqvae_best_val_loss,test_NDCG@10,53,15,53,-0.7770265022302931,7.907079014876761e-12,-0.6537707748445726,1.1094716256075936e-07,-0.6016815521922704,5.718701043127335e-10,0.7770265022302931
mean_gpt2_seeds,rq_val_sids_num_l0,test_NDCG@10,53,15,53,0.776710352671728,8.164002622403685e-12,0.6567189538138272,9.29687020978806e-08,0.6031258354207423,5.350799400877027e-10,0.776710352671728
mean_gpt2_seeds,rq_val_sids_num_min,test_NDCG@10,53,15,53,0.776710352671728,8.164002622403685e-12,0.6567189538138272,9.29687020978806e-08,0.6031258354207423,5.350799400877027e-10,0.776710352671728
mean_gpt2_seeds,rq_val_sids_num_max,test_NDCG@10,53,16,53,0.7762376206802558,8.563005614420578e-12,0.6784010737373749,2.3809828627135274e-08,0.6003528283855871,5.580852557670559e-10,0.7762376206802558
mean_gpt2_seeds,rq_val_entropy_max,test_NDCG@10,53,18,53,0.7758743067713165,8.882162842925e-12,0.5797443185552327,5.38774271635151e-06,0.5918254216252464,7.84520445332753e-10,0.7758743067713165
mean_gpt2_seeds,rqvae_val_loss,test_NDCG@10,53,18,53,-0.7751476058907939,9.554733042024424e-12,-0.6490609776947053,1.4657313742495327e-07,-0.5933049851793096,7.120008722503553e-10,0.7751476058907939
mean_gpt2_seeds,rq_train_entropy_l0,test_NDCG@10,53,18,53,0.7727252696223852,1.2163043911463375e-11,0.7011703736748469,5.0057131913635915e-09,0.587386730963057,1.0480309230608236e-09,0.7727252696223852
mean_gpt2_seeds,rq_train_entropy_min,test_NDCG@10,53,18,53,0.7727252696223852,1.2163043911463375e-11,0.7014436517092054,4.908573656860973e-09,0.587386730963057,1.0480309230608236e-09,0.7727252696223852
mean_gpt2_seeds,rq_val_entropy_l2,test_NDCG@10,53,18,53,0.7719985687418626,1.3068914266708184e-11,0.6438473921067464,1.9839028378448524e-07,0.5903458580711833,8.642268760073833e-10,0.7719985687418626
mean_gpt2_seeds,sid_path_avg_similarity,test_NDCG@10,53,18,53,0.7715141014881808,1.3708005301963894e-11,0.6614568513003924,6.969017554996041e-08,0.5829480403008677,1.3971468674119938e-09,0.7715141014881808
mean_gpt2_seeds,rq_train_entropy_mean,test_NDCG@10,53,18,53,0.7715141014881808,1.3708005301963894e-11,0.6921493543806724,9.444424025575579e-09,0.5844276038549309,1.2697540198436054e-09,0.7715141014881808
mean_gpt2_seeds,rq_train_entropy_sum,test_NDCG@10,53,18,53,0.7715141014881808,1.3708005301963894e-11,0.6921493543806724,9.444424025575579e-09,0.5844276038549309,1.2697540198436054e-09,0.7715141014881808
mean_gpt2_seeds,rq_val_sids_num_l3,test_NDCG@10,53,18,53,0.7715141014881808,1.3708005301963894e-11,0.6739038136338305,3.1879289698112035e-08,0.585907167408994,1.1537107656501974e-09,0.7715141014881808
mean_gpt2_seeds,rqvae_train_loss,test_NDCG@10,53,18,53,-0.7683650643392494,1.864357468964321e-11,-0.6426493090418018,2.125107305942585e-07,-0.5888662945171202,9.518117055049041e-10,0.7683650643392494
mean_gpt2_seeds,sid_unique_total,test_NDCG@10,53,18,53,0.7681228307124087,1.908604515262007e-11,0.7009937339884278,5.0694631312029875e-09,0.5711115318683627,2.97725731143064e-09,0.7681228307124087
mean_gpt2_seeds,sid_collisions,test_NDCG@10,53,18,53,-0.7681228307124087,1.908604515262007e-11,-0.7009937339884278,5.0694631312029875e-09,-0.5711115318683627,2.97725731143064e-09,0.7681228307124087
mean_gpt2_seeds,sid_icr,test_NDCG@10,53,18,53,0.7681228307124087,1.908604515262007e-11,0.7009937339884278,5.0694631312029875e-09,0.5711115318683627,2.97725731143064e-09,0.7681228307124087
mean_gpt2_seeds,sid_cur_total,test_NDCG@10,53,18,53,0.7681228307124087,1.908604515262007e-11,0.7009937339884278,5.0694631312029875e-09,0.5711115318683627,2.97725731143064e-09,0.7681228307124087
mean_gpt2_seeds,rq_train_entropy_std,test_NDCG@10,53,18,53,-0.7657004944439999,2.409425516111518e-11,-0.6638367998255815,6.018057659148938e-08,-0.574070658976489,2.467593069150366e-09,0.7657004944439999
mean_gpt2_seeds,rq_val_entropy_l1,test_NDCG@10,53,18,53,0.7630359245487504,3.1034488755802766e-11,0.700782823637453,5.146584303542122e-09,0.5696319683142997,3.2691710748519166e-09,0.7630359245487504
mean_gpt2_seeds,rq_train_entropy_l2,test_NDCG@10,53,18,53,0.7545577476093197,6.797013208191436e-11,0.6655390634942885,5.414179644316616e-08,0.5533567692196054,9.008846777593494e-09,0.7545577476093197
mean_gpt2_seeds,sid_max_cluster_size,test_NDCG@10,53,18,53,-0.7516509440872292,8.829041723406458e-11,-0.2817948843100394,0.04093278159650823,-0.5577954598817947,6.8518221695956575e-09,0.7516509440872292
mean_gpt2_seeds,rq_val_sids_num_l1,test_NDCG@10,53,15,53,0.7470615457820678,1.324759988615027e-10,0.6731978382598881,3.3358573422843354e-08,0.5418871122228522,2.3770677713768497e-08,0.7470615457820678
mean_gpt2_seeds,rq_train_entropy_l1,test_NDCG@10,53,18,53,0.7412348981330716,2.190490483372789e-10,0.6921837967385627,9.42197062837801e-09,0.5119289897058381,1.0488843737739417e-07,0.7412348981330716
mean_gpt2_seeds,rq_train_entropy_l3,test_NDCG@10,53,18,53,0.7385703282378221,2.744724196902521e-10,0.6338078968228881,3.4978340221594237e-07,0.5193268074761538,6.856370309626929e-08,0.7385703282378221
mean_gpt2_seeds,rq_train_entropy_max,test_NDCG@10,53,18,53,0.7385703282378221,2.744724196902521e-10,0.6338078968228881,3.4978340221594237e-07,0.5193268074761538,6.856370309626929e-08,0.7385703282378221
mean_gpt2_seeds,rq_val_entropy_std,test_NDCG@10,53,18,53,-0.7125705856235683,2.16849289043077e-09,-0.5907999683547809,3.20609529400653e-06,-0.5282041888005324,4.085506046354322e-08,0.7125705856235683
